Throughput
4
1387
1046
1437
1396
1066
1370
1400
1031
1353
1386
1349
1054
1395
1400
1385
1041
1388
1390
1033
1384
1216
1216
1391
1036
1391
1403
1407
1053
1366
1397
1041
1395
1419
1064
1386
1404
1037
1053
1410
1395
1401
1417
1236
1303
1403
1385
1388
1392
1095
1411
1392
1375
1401
1077
1405
1285
769
1330
1391
