Throughput
4
1403
1406
1221
1430
1407
908
1415
1373
1369
1308
1375
1205
1411
1395
567
473
210
519
544
713
476
520
441
489
503
494
474
499
631
491
723
820
707
694
583
434
508
836
1095
1228
1365
1245
1368
1306
1262
1388
1432
1234
1180
1384
1392
1377
1148
1416
1399
1128
1397
1120
1417
