Throughput
3163
3192
3204
2833
3203
3186
3238
3153
3208
2439
2093
2517
2684
2330
2844
2348
3073
3101
3168
3195
3179
3135
3152
2644
2891
3155
3160
3152
3145
3163
2872
3157
3184
3120
3131
3133
3189
3133
3136
2819
3033
3146
3161
3157
3131
3150
2547
2829
3126
3160
3121
3785
3145
3098
3168
3197
2782
3190
3165
