Latency
3160405
2740204
2189403
2199804
2750504
2619404
2822404
2843104
3305905
2900304
2668004
2589404
2921304
2986004
2683304
2806304
2823504
2710904
2682004
2670204
2805104
2834504
2431204
2661704
2702604
2811105
3429505
2224403
2254803
2086903
2028203
1828503
1893503
1848102
2038203
1890903
1801202
1895602
1973203
2021603
2267603
2082503
2388503
2381303
2382804
2196103
2084503
2087903
2170704
2280303
1928902
1878402
1855802
1821102
1868903
1810003
1715903
1901603
2105803
1866703
1839603
1954203
1792803
1782003
1730703
1857503
1918403
1767802
1923902
1843302
1905803
1963603
1871102
1902802
1797002
1788702
2018303
1698102
1681903
1683002
1769502
1781303
1737303
1898603
1992103
1699303
1689902
1740902
1742203
1787003
1845503
1746903
1592702
1673103
1856203
1736303
1876903
1797203
1882503
1802402
1686902
1778003
1690703
1724702
1722902
1768003
1919903
1754303
1860703
1844803
1718402
1821702
1921302
1848602
1824202
1903002
1581202
1568202
1461102
1643002
1584902
1590502
1931002
1694002
1740603
1565502
1713602
1593703
1635802
1599502
1616302
1704702
1764803
1695503
1718302
1678802
1581303
1586702
2205904
1547302
1617903
1700202
1849103
2011203
2193403
2048603
2263503
2009203
2039903
1932102
2040803
2049903
2238904
2082003
2030003
2283803
1913603
1870603
2002503
2002203
1955103
1995703
1937003
1823303
1879103
1866703
1851303
1787003
1772503
1757802
1721302
1473703
1794502
1588302
1687803
1755402
1940903
1783102
1995403
2030103
1945803
1753403
1710303
1771202
1817302
1636403
1718303
1816903
1619702
1831403
1787703
1867003
1603503
1601602
1547403
1696502
1544402
1630402
1635302
1765603
1661603
1692702
1664703
1650803
1689402
1623002
1991703
1589403
1617902
1720003
1525902
1577502
1622803
1558702
1622703
1647602
1812602
1870703
1894703
1759103
1629103
1586002
1691603
1941303
1837103
1768503
1727702
1730602
1881103
1802903
1737703
1791403
1776103
2040203
1993603
2339504
2215403
2073203
1995303
1806503
1911403
1868603
1972003
2033403
1977102
1881202
1701202
1729103
1461702
1630102
1667003
1834103
1773302
1775002
1836802
1708503
1742103
1952303
1696503
1780103
1950803
1852403
1855103
2055403
1599003
1745502
1708703
1577903
1994103
1861203
1835303
1653302
1765802
2040403
2363303
1746903
1701503
1701903
1683902
1572502
1600002
1512602
1714103
1760102
1565702
1834203
1670303
1765902
1523502
1530502
1567102
1841003
1607602
1744102
1617003
1602002
1585702
1610602
1769602
1521103
1733602
1846202
1467102
1627302
1861402
1572802
1750303
2072803
2084703
1765502
1717803
1839403
1787203
1789803
1568602
1791603
1683403
1800803
1656302
1707003
1745203
1582302
1565902
1591402
1588002
1768203
1647103
1617302
1583402
1532903
1868203
1652502
1952203
1924403
1958803
1667203
1867303
1921103
1936603
2168404
2117703
1872003
2059103
1592302
1511602
1438402
1616402
1592302
1553903
1449702
1732003
1713602
1559102
1647403
1649002
1973802
1743602
1726103
1671203
1930003
1578602
1583702
1628502
1607702
1560003
1582202
1560903
1599602
1653103
1583802
1640502
1639503
1645002
1658103
1820903
1743903
2015703
1624802
1787102
1555202
1489702
1638003
1468602
1558303
1549202
1553703
1633802
1527803
1774303
1551902
1516403
1518102
1709003
1783703
1656702
1677102
1636503
1637202
1452902
1681602
1533502
1555002
1380802
1425402
1378202
1434902
1527202
1434002
1979303
1782302
2019303
1820002
2054803
1799603
1881203
1745703
1717402
1511403
1667702
1631902
1691603
1603002
1510302
1614002
1785002
1951203
1921502
2149803
1606402
1786602
1745702
1838203
1530703
1513402
1478902
1551502
1546602
1467802
1442702
1512202
1558502
1887703
1599603
1605602
1791503
1531603
1765202
1610902
1723103
1915303
1715303
1534702
1571303
1608502
1624903
1595502
1613102
1588402
1521102
1685903
1755602
1824702
1647102
1813803
1799103
1536802
1631203
1540502
1881202
1654902
1685203
1868303
1917103
1607502
1490602
1496802
1593503
1538502
1714703
1732103
1630902
1542002
1804103
1677903
1655302
112533567
1928103
1869902
15103022
1731003
1665902
1662702
1513803
1479702
1445602
1665603
1503302
1500202
1660802
1884102
2129603
1858203
1814703
1836303
1764803
1764602
1759402
1672003
1505802
1392602
1505502
1636203
1709602
1458202
1458102
1529403
1414002
1416502
1554303
1429102
1429402
1481403
1615902
1487903
1448802
1563902
1463902
1593002
1490102
1667602
1523402
1506802
1684703
1454702
1516002
1487302
1618303
1580002
1634803
1607402
1612802
1880403
1663803
1695602
1574202
2032503
2037203
1658202
1496703
1590902
1680403
1848203
1580302
1516003
1401502
1465002
1391302
1434002
1440602
1721302
1651803
1517002
1510203
1745602
1509702
1469902
1510202
1513402
1608103
1514302
1614903
1646102
1534302
1577502
1789702
1870102
1811702
1817403
1791903
1772903
2472404
1787603
1715603
1457902
1388802
1336702
1420603
1453602
1479302
1425303
1558002
1502802
1781902
1735202
1548003
1549802
1450802
1624802
1384102
1419902
1604202
1569303
1562002
1634702
1587603
1642102
1681703
1575502
1443102
1699802
1580002
1509502
1444302
1463602
1561403
1346802
1546202
1671702
1599103
1552302
1548203
1563802
1535402
1475602
1520502
1499203
1553202
1543903
1572002
1525403
1569502
1771203
1536302
1533102
1771003
1628902
1308302
1347202
1387002
1457202
1475603
1411402
1390702
1590103
1606902
1521702
1398802
1423002
1617302
1374902
1522203
1315902
1409502
1610203
1763103
1532302
1534503
1759502
1544802
1493902
1644802
1706603
1536202
1480203
1490902
1640203
1413802
1598802
1521402
1830403
1867703
1880903
1778303
1804403
2036203
1992603
1762103
1867203
1775003
1848103
1834303
1893303
1990703
1918603
1556302
1519402
1700903
1871103
1844403
1630303
1784503
1809902
1963803
1773303
1744202
1850702
1967903
1779402
1755802
2074003
1814303
1648402
1686203
1770803
1571402
1816602
1847302
1777002
1660303
1699703
1739703
1757002
1767902
1739103
1720703
1707203
1895703
1596702
1621802
1705503
1774503
1711502
1431502
1497702
1294302
1398302
1389802
1523502
1397102
1622202
1564203
1501802
1696703
1642602
1437102
1428602
1452202
1494002
1462402
1383202
1532603
1577802
1639202
1349802
1418002
1493202
1467602
1532303
1384602
1331602
1624203
1649102
1643102
1561402
1541402
1550102
1642802
1748303
1794203
1837403
1576602
1369403
1381802
1492602
1494603
1469802
1594703
1795202
1545402
1484002
1267802
1493402
1504502
1611903
1349002
1286602
1289002
1234002
1219202
1204202
1295102
1385502
1327101
1339602
1662102
1399303
1391802
1327502
1364002
1407202
1429702
1460102
1424202
1412502
1426602
1433802
1442003
1597302
1561703
1668902
1494603
1808203
1541402
1484402
1551102
1763403
1572102
1596202
1499102
1469502
1378102
1383402
1499203
1392702
1546002
1748802
1706303
1696403
1577502
1550602
1551402
1484802
1406502
1472202
1415002
1547402
1519503
1623602
1578103
1384602
1501402
1723202
1629403
1630202
1710802
1940803
1793302
1622603
1723403
1648902
1574903
1608402
1651403
1534402
1731702
1817503
1754803
1651003
1671002
1472903
1428602
1517302
1689202
1459402
1303102
1380202
1329002
1428402
1401703
1440302
1504002
1506603
1527802
1408002
1510002
1624502
1747902
1747103
1774303
1894203
1655003
1601602
1789502
1640603
1570102
1871902
1760502
1669503
1746003
1517902
1466203
1507802
1461202
1529202
1451102
1341102
1695802
1424802
1537602
1600202
1447302
1496602
1588203
1738802
1669602
1485003
1461602
1466102
1624603
1644602
1628602
1744103
1838603
2051503
1658203
1623502
1538302
1725503
1683203
1784202
1649402
1738503
1896203
1890203
1828103
1470502
1769202
1838802
1844403
1962103
2242403
1845503
1628503
1472202
1461302
1622402
1708903
1690502
1649302
1596303
1593202
1457903
1580902
1599503
1594902
1600103
1622202
1872302
1565702
1602003
1559002
1538403
1508002
1603703
1525602
1598903
1468902
1556803
1493702
1465502
1514102
