Throughput
3222
3210
2868
3175
3191
3223
3182
3218
3211
2184
2307
2420
2561
2315
2807
2355
3062
3096
3148
3206
3172
3159
2762
2871
3051
3182
3151
3158
3175
2908
3170
3170
3155
3155
3158
3122
3128
3144
2717
3146
3157
3134
3135
3153
3110
2606
2795
3009
3148
3142
3109
3139
3132
3062
3194
2734
3218
3182
3178
