Throughput
4
1415
1405
1225
1312
1138
1111
1118
1412
1437
534
482
341
435
504
524
477
454
496
437
358
493
414
747
761
967
1236
1263
1145
1397
1397
1101
1404
1354
1227
1420
1382
1236
1430
1305
1410
1193
1404
1423
1420
1165
1432
1430
1152
1422
1365
1111
1407
1111
1427
1322
1225
1417
1065
1420
