Throughput
4
1405
1414
1119
1122
1388
1063
1056
1422
1421
503
457
256
411
502
532
467
479
504
417
527
509
478
489
545
552
492
526
638
595
698
487
456
680
906
1164
1281
1272
1269
1373
1268
1318
1389
1215
1426
1402
1207
1413
1111
1153
1420
1400
900
1193
1420
1068
1213
1423
1071
1201
