Throughput
3
1380
1423
1139
1441
1113
1398
1101
1415
1019
520
260
360
505
489
469
490
500
497
454
501
474
678
847
949
1164
1047
1297
1430
1170
1234
1390
1389
1413
1244
1431
1423
1426
1391
1208
1434
1417
1380
560
1081
1412
700
842
849
919
769
885
1416
1054
834
799
849
1000
1120
1103
