Throughput
4
1133
1422
1150
1398
1255
1253
1319
1202
1141
563
349
265
563
597
449
531
519
257
417
481
458
468
772
939
1168
1207
1195
1319
1429
1337
1201
1322
1412
1302
1400
1438
1284
1421
1421
1241
1419
1419
1433
1203
1447
1369
1182
1426
1399
1396
1185
1434
1442
1138
1410
1441
1125
1400
1261
