Throughput
4
1379
1356
1180
1401
1376
1323
1165
1138
1146
531
546
458
323
568
510
549
516
425
464
528
520
577
516
417
460
532
560
513
557
508
535
530
384
478
515
755
879
874
1015
1106
1032
1273
1067
1190
1348
1144
1380
1148
1158
1383
1080
1412
1393
1387
1152
1368
1373
1373
1091
