Throughput
2
324
323
323
324
323
324
324
324
324
126
79
42
56
61
50
85
324
324
324
323
324
325
324
323
283
324
324
324
323
325
324
323
326
325
324
323
324
324
324
322
324
323
323
324
324
279
324
325
324
324
323
324
324
324
325
324
324
325
324
