Throughput
1
324
324
323
324
323
323
324
324
325
246
207
73
95
234
190
125
56
87
67
53
143
96
69
112
129
76
131
17
53
70
70
139
102
117
163
42
14
168
117
163
219
266
61
109
57
237
0
17
109
113
55
59
14
140
201
215
273
324
324
