Times,Throughput,Cancel,Recover
1,1539.000000,false,true
1,2026.000000,false,true
1,2526.000000,false,true
1,2640.000000,false,true
1,2751.000000,false,true
1,2881.000000,false,true
1,2895.000000,false,true
1,3065.000000,false,true
1,3209.000000,false,true
1,3102.000000,false,true
1,3245.000000,false,true
1,3091.000000,false,true
1,3383.000000,false,true
1,3105.000000,false,true
1,3230.000000,false,true
1,3258.000000,false,true
1,3302.000000,false,true
1,3192.000000,false,true
1,3258.000000,false,true
1,3335.000000,false,true
1,3045.000000,false,true
1,3224.000000,false,true
1,3282.000000,false,true
1,3255.000000,false,true
1,3183.000000,false,true
1,3165.000000,false,true
1,3249.000000,false,true
1,3289.000000,false,true
1,3153.000000,false,true
1,3209.000000,false,true
1,3295.000000,false,true
1,3133.000000,false,true
1,3199.000000,false,true
1,3129.000000,false,true
1,3219.000000,false,true
1,3181.000000,false,true
1,376.000000,false,false
1,0.000000,false,false
1,0.000000,false,false
1,0.000000,false,false
1,0.000000,false,false
1,0.000000,true,false
2,327.000000,false,true
2,328.000000,false,true
2,326.000000,false,true
2,329.000000,false,true
2,328.000000,false,true
2,327.000000,false,true
2,327.000000,false,true
2,327.000000,false,true
2,328.000000,false,true
2,326.000000,false,true
2,328.000000,false,true
2,326.000000,false,true
2,327.000000,false,true
2,326.000000,false,true
2,327.000000,false,true
2,285.000000,false,true
2,327.000000,false,true
2,327.000000,false,true
2,198.000000,false,false
2,126.000000,false,false
2,149.000000,false,false
2,35.000000,false,false
2,68.000000,false,false
2,76.000000,false,false
2,101.000000,true,false
2,327.000000,false,true
2,326.000000,false,true
2,327.000000,false,true
2,327.000000,false,true
2,327.000000,false,true
2,327.000000,false,true
2,327.000000,false,true
2,327.000000,false,true
2,328.000000,false,true
2,327.000000,false,true
2,327.000000,false,true
2,327.000000,false,true
2,327.000000,false,true
2,327.000000,false,true
2,328.000000,false,true
2,315.000000,false,true
2,327.000000,false,true
2,327.000000,false,true
2,328.000000,false,true
2,327.000000,false,true
2,327.000000,false,true
2,327.000000,false,true
2,327.000000,false,true
2,327.000000,false,true
2,327.000000,false,true
2,327.000000,false,true
2,326.000000,false,true
2,327.000000,false,true
2,326.000000,false,true
2,327.000000,false,true
2,327.000000,false,true
2,326.000000,false,true
2,328.000000,false,true
2,327.000000,false,true
2,327.000000,false,true
2,328.000000,false,true
2,312.000000,false,true
2,326.000000,false,true
2,327.000000,false,true
2,328.000000,false,true
2,327.000000,false,true
2,326.000000,false,true
2,327.000000,false,true
2,200.000000,false,false
2,0.000000,false,false
2,0.000000,false,false
2,0.000000,false,false
2,0.000000,false,false
2,0.000000,false,false
2,0.000000,true,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
