Throughput
2
324
323
324
324
324
325
324
324
325
124
61
28
56
55
29
76
325
323
324
324
322
324
324
324
324
283
323
324
324
325
323
325
324
324
325
324
325
324
324
324
325
324
325
324
324
324
312
294
325
324
324
325
325
324
324
324
324
324
323
