Throughput
150
150
134
140
138
144
141
123
135
149
146
149
154
153
152
156
149
151
139
162
148
157
139
160
162
158
160
160
161
157
156
159
161
145
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
