Throughput
2
321
322
319
320
322
321
322
323
322
131
95
96
71
68
101
53
31
70
28
14
39
56
14
3
56
14
11
59
42
11
28
41
3
56
56
25
56
42
28
31
25
14
3
25
157
323
322
323
318
322
322
323
321
322
322
323
322
324
323
