Throughput
1
325
322
323
322
321
322
322
323
323
128
184
84
98
67
78
65
60
323
316
323
323
322
322
323
322
321
322
322
321
322
313
323
322
322
321
321
322
322
321
322
321
321
323
322
322
322
323
318
314
321
322
322
321
322
320
322
321
322
321
