Throughput
1
321
322
319
322
321
322
321
323
322
298
302
286
303
302
175
95
145
101
154
120
120
319
315
322
321
322
322
322
322
321
322
323
314
321
321
322
321
322
323
321
321
323
320
321
322
322
321
323
312
321
322
322
321
322
322
325
325
324
324
