Throughput
1576
1687
1674
1695
1685
1682
1562
1695
1693
238
1045
1124
730
1329
1335
1350
1628
1454
1491
1668
1668
1674
1600
1671
1668
1664
1671
1674
1570
1677
1673
1673
1672
1501
1441
1587
1673
1670
1671
1523
1668
1666
1672
1666
1504
1668
1671
1669
1664
1468
1454
1584
1662
1666
1672
1466
1668
1471
1675
