Throughput
1658
1661
1655
1661
1521
1661
1659
1666
1667
419
823
1195
1161
1180
656
883
1166
1545
1551
1542
1543
1459
1551
1549
1553
1552
1557
1446
1545
1552
1556
1553
1408
1313
1518
1551
1550
1551
1408
1556
1535
1555
1545
1554
1386
1552
1556
1549
1543
1551
1201
1429
1551
1550
1549
1554
1387
1542
1551
