Times,Throughput,Cancel,Recover
1,1149.000000,false,true
1,1760.000000,false,true
1,2046.000000,false,true
1,2234.000000,false,true
1,2257.000000,false,true
1,2550.000000,false,true
1,2534.000000,false,true
1,2644.000000,false,true
1,2987.000000,false,true
1,3194.000000,false,true
1,3239.000000,false,true
1,2954.000000,false,true
1,3219.000000,false,true
1,3090.000000,false,true
1,3091.000000,false,true
1,3203.000000,false,true
1,3053.000000,false,true
1,3224.000000,false,true
1,3334.000000,false,true
1,3013.000000,false,true
1,3246.000000,false,true
1,3023.000000,false,true
1,3085.000000,false,true
1,3159.000000,false,true
1,3274.000000,false,true
1,2918.000000,false,false
1,3223.000000,false,true
1,3207.000000,false,true
1,3279.000000,false,true
1,3184.000000,false,true
1,2966.000000,false,false
1,3139.000000,false,true
1,3183.000000,false,true
1,3307.000000,false,true
1,2937.000000,false,false
1,3157.000000,false,true
1,3283.000000,false,true
1,3140.000000,false,true
1,1347.000000,false,false
1,0.000000,false,false
1,0.000000,false,false
1,0.000000,false,false
1,0.000000,false,false
1,0.000000,true,false
2,573.000000,false,true
2,1070.000000,false,true
2,1240.000000,false,true
2,1372.000000,false,true
2,1692.000000,false,true
2,1687.000000,false,true
2,1723.000000,false,true
2,1615.000000,false,true
2,1734.000000,false,true
2,1752.000000,false,true
2,1753.000000,false,true
2,1756.000000,false,true
2,1556.000000,false,true
2,1762.000000,false,true
2,1767.000000,false,true
2,1749.000000,false,true
2,1755.000000,false,true
2,1470.000000,false,false
2,94.000000,false,false
2,487.000000,false,false
2,829.000000,false,false
2,850.000000,false,false
2,1043.000000,false,false
2,1114.000000,true,false
2,1194.000000,false,false
2,1328.000000,false,false
2,1641.000000,false,true
2,1693.000000,false,true
2,1696.000000,false,true
2,1696.000000,false,true
2,1496.000000,false,false
2,1698.000000,false,true
2,1695.000000,false,true
2,1697.000000,false,true
2,1704.000000,false,true
2,1477.000000,false,false
2,1705.000000,false,true
2,1707.000000,false,true
2,1706.000000,false,true
2,1698.000000,false,true
2,1494.000000,false,false
2,1700.000000,false,true
2,1700.000000,false,true
2,1705.000000,false,true
2,1702.000000,false,true
2,1531.000000,false,true
2,1682.000000,false,true
2,1700.000000,false,true
2,1697.000000,false,true
2,1706.000000,false,true
2,1706.000000,false,true
2,1412.000000,false,false
2,1688.000000,false,true
2,1712.000000,false,true
2,1722.000000,false,true
2,1725.000000,false,true
2,1461.000000,false,false
2,1711.000000,false,true
2,1702.000000,false,true
2,1694.000000,false,true
2,1721.000000,false,true
2,1510.000000,false,true
2,1708.000000,false,true
2,1693.000000,false,true
2,1703.000000,false,true
2,1701.000000,false,true
2,1514.000000,false,true
2,477.000000,false,false
2,0.000000,false,false
2,0.000000,false,false
2,0.000000,false,false
2,0.000000,false,false
2,0.000000,true,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
