Throughput
1588
1714
1711
1716
1564
1710
1710
1716
1538
208
649
831
767
793
785
478
741
730
723
790
802
775
790
1057
1065
802
911
760
745
694
733
852
1153
1002
1065
1329
1451
1495
1413
1535
1530
1471
1580
1568
1641
1561
1642
1649
1461
1459
1509
1654
1644
1647
1647
1640
1535
1648
1659
