Throughput
1718
1929
1573
1704
1709
1713
1723
1543
1718
214
653
840
795
858
470
1098
1307
1577
1683
1693
1513
1509
1674
1690
1685
1689
1581
1693
1689
1682
1700
1570
1689
1691
1691
1685
1552
1510
1547
1683
1673
1677
1531
1681
1683
1685
1686
1517
1687
1680
1681
1686
1686
1348
1530
1658
1678
1680
1513
