Throughput
1141
1055
1106
1124
1122
1127
1128
1138
1060
802
786
827
893
883
920
888
820
920
954
576
557
600
613
664
649
614
636
648
649
604
667
643
635
662
632
623
642
600
657
648
600
640
658
588
656
626
650
703
400
15
0
885
1088
1127
1116
1054
1106
1132
1131
