Times,Throughput,Cancel,Recover
1,1270.000000,false,true
1,1941.000000,false,true
1,1981.000000,false,true
1,2410.000000,false,true
1,2339.000000,false,true
1,2476.000000,false,true
1,2629.000000,false,true
1,2836.000000,false,true
1,3077.000000,false,true
1,3284.000000,false,true
1,3483.000000,false,true
1,3027.000000,false,true
1,3213.000000,false,true
1,3042.000000,false,true
1,3224.000000,false,true
1,3391.000000,false,true
1,3257.000000,false,true
1,3310.000000,false,true
1,3289.000000,false,true
1,3071.000000,false,false
1,3268.000000,false,true
1,3271.000000,false,true
1,3103.000000,false,false
1,3270.000000,false,true
1,3368.000000,false,true
1,3196.000000,false,false
1,3211.000000,false,true
1,3204.000000,false,true
1,3294.000000,false,true
1,3302.000000,false,true
1,3178.000000,false,false
1,3310.000000,false,true
1,3318.000000,false,true
1,3205.000000,false,false
1,3163.000000,false,false
1,3207.000000,false,false
1,3178.000000,false,false
1,2047.000000,false,false
1,0.000000,false,false
1,0.000000,true,false
2,844.000000,false,true
2,1095.000000,false,true
2,995.000000,false,true
2,1226.000000,false,true
2,1238.000000,false,true
2,1097.000000,false,true
2,1234.000000,false,true
2,1239.000000,false,true
2,1250.000000,false,true
2,1235.000000,false,true
2,1175.000000,false,true
2,1154.000000,false,true
2,1236.000000,false,true
2,1262.000000,false,true
2,1241.000000,false,true
2,1256.000000,false,true
2,1241.000000,false,true
2,833.000000,false,false
2,864.000000,false,false
2,908.000000,false,false
2,993.000000,false,false
2,889.000000,false,false
2,1025.000000,true,false
2,1079.000000,false,false
2,1231.000000,false,true
2,1131.000000,false,true
2,1130.000000,false,true
2,1028.000000,false,false
2,1041.000000,false,false
2,1042.000000,false,false
2,1079.000000,false,false
2,1041.000000,false,false
2,1083.000000,false,false
2,1074.000000,false,false
2,852.000000,false,false
2,1055.000000,false,false
2,970.000000,false,false
2,1051.000000,false,false
2,1065.000000,false,false
2,932.000000,false,false
2,1045.000000,false,false
2,1043.000000,false,false
2,900.000000,false,false
2,1058.000000,false,false
2,1180.000000,false,true
2,25.000000,false,false
2,679.000000,false,false
2,1161.000000,false,true
2,1228.000000,false,true
2,1252.000000,false,true
2,1236.000000,false,true
2,1242.000000,false,true
2,1278.000000,false,true
2,1058.000000,false,false
2,1146.000000,false,true
2,1277.000000,false,true
2,1277.000000,false,true
2,1157.000000,false,true
2,1258.000000,false,true
2,1247.000000,false,true
2,1257.000000,false,true
2,1151.000000,false,true
2,1255.000000,false,true
2,1249.000000,false,true
2,245.000000,false,false
2,0.000000,false,false
2,0.000000,false,false
2,0.000000,false,false
2,0.000000,false,false
2,0.000000,true,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
3,0.000000,false,false
