Throughput
1132
1079
1158
1153
1148
1140
1133
1148
1140
757
775
854
887
892
941
909
813
945
964
634
650
568
588
669
654
652
786
940
951
932
906
940
944
912
969
960
960
891
958
959
911
735
91
997
1106
1123
1098
1136
1143
1160
1163
1141
1148
1138
1064
1148
1164
1131
1152
