Throughput
2502
2502
2490
2496
2487
2266
2472
2491
2492
2491
1699
1464
1809
2025
1683
1765
2120
2123
2135
2132
1783
1877
1701
1947
2119
2126
1804
2037
1914
2119
2021
1831
1975
2108
2132
1805
1977
1705
1962
1955
1974
2048
2180
2334
2477
2313
2461
2452
2460
2459
2461
2475
2460
2461
2462
2462
2451
2153
2465
