Throughput
873
872
878
882
887
837
873
882
883
870
231
499
495
187
504
494
305
434
371
401
419
447
443
531
420
709
706
705
734
814
840
823
823
849
831
836
840
844
825
842
850
844
845
813
842
849
834
839
850
799
853
843
840
831
848
714
837
837
837
