Throughput
835
849
846
806
850
858
864
870
863
867
465
486
521
416
495
499
496
503
504
494
162
162
208
212
206
195
226
233
198
204
212
199
221
215
193
214
228
194
233
211
202
208
194
218
253
81
2
139
771
832
855
855
853
831
815
852
845
855
855
