Throughput
3116
3708
3098
3105
3114
3103
2729
3108
3129
2396
2392
2363
2114
2147
2712
2758
2740
2178
2192
2600
2728
2752
2326
2711
2355
2773
2759
2243
2557
2766
2767
2398
2746
2341
2704
2649
2807
2880
2434
2691
2746
2812
2824
2707
3049
3034
3090
3083
3086
3036
3084
2723
3069
3050
3088
3050
3058
3084
3016
