Throughput
3115
3104
3127
2789
3154
3132
3123
3110
3114
2121
2388
2416
2514
2239
2673
2372
2760
2785
2355
2527
2119
2699
2779
2747
2366
2415
2759
2776
2773
2362
2359
2785
2765
2396
2767
2619
2214
2592
2626
2676
2662
2911
3078
3055
3012
2774
3106
3086
3065
3056
3090
3069
3097
3111
3085
3023
2649
3074
3027
