Throughput
1684
1675
1679
1562
1676
1681
1691
1692
1684
1530
1683
1672
1681
1683
1512
1681
1681
1690
1679
1497
1684
1683
1677
1684
1680
1473
1675
1688
1674
1683
1486
1674
1688
1685
1674
1523
1625
1680
1682
1684
1676
1437
1675
1685
1684
1677
1477
1680
1682
1687
1685
1680
1489
1684
1679
1679
1679
1458
1672
