Throughput
1590
1682
1675
1681
1681
1540
1680
1679
1689
332
1000
1044
1153
936
920
812
1061
1572
1649
1666
1674
1666
1616
1679
1667
1690
1678
1598
1686
1672
1673
1683
1656
1403
1519
1667
1674
1671
1556
1672
1670
1672
1670
1670
1533
1673
1666
1672
1677
1402
1478
1678
1678
1676
1670
1472
1666
1677
1672
