Throughput
1
324
325
324
325
325
324
325
325
325
152
82
71
64
70
73
325
324
325
325
324
324
325
325
325
324
325
325
325
325
325
325
325
325
325
325
306
325
324
325
325
325
324
326
324
325
325
325
325
325
325
324
325
324
324
325
325
303
325
325
