Throughput
1
325
324
325
325
324
324
325
310
325
151
81
56
87
142
135
241
164
213
151
205
233
221
181
141
259
201
61
114
208
84
25
42
59
151
21
91
232
65
216
191
139
67
143
126
42
39
18
24
145
79
45
56
14
28
42
28
164
307
325
