Throughput
3192
3188
3171
3160
2853
3169
3206
3190
3155
2556
2276
2230
2515
2621
2237
2423
3016
3106
3162
3157
3154
3130
3162
2634
2864
3105
3162
3144
3163
2818
3142
3155
3153
3167
3179
3154
3165
3182
2904
2993
3160
3132
3145
3176
3192
3145
2735
3118
3133
3162
3130
3157
3168
3120
2763
3186
3184
3196
3167
