Throughput
141
133
150
144
142
137
137
143
140
142
136
70
68
0
0
1
0
0
0
0
86
135
133
140
151
143
147
163
146
144
157
147
153
151
95
122
145
156
150
157
12
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
