Throughput
140
140
139
138
138
139
151
151
144
148
124
75
63
0
0
0
1
0
0
14
105
153
147
151
158
153
158
159
162
155
156
150
105
147
153
147
158
154
152
155
157
160
157
162
151
169
166
159
161
164
159
123
157
169
159
161
162
157
167
164
