Throughput
4
1400
1270
1389
1386
1397
1376
1229
1369
1417
1408
1413
1393
1180
1362
1400
1396
1401
1100
1423
1425
1414
1386
1060
1416
1417
1408
1300
1191
1401
1229
855
1414
1387
1392
1405
1227
1374
1397
1451
1421
1403
1195
1408
1389
1379
1406
1143
1433
1401
1380
1411
1099
1412
1376
1409
1398
892
997
1386
