Throughput
5
1119
1248
1073
1406
1047
1112
1315
1402
1398
508
340
293
549
496
544
450
521
467
447
468
494
700
923
956
1350
1388
1414
1422
1397
1248
1391
1382
1399
1201
1396
1226
1171
1420
1200
1388
1390
1408
1356
1121
1395
1399
1126
1443
1118
1424
1103
1416
1090
1246
1215
855
1041
1377
1261
